Group	Bracketing	Prosody	Text	Solution	condition	item	playlist	First	lab	ResultLeft	ResultRight	ResultCorrect	participant	recordedfile	DifficultyRating	trialN
Both	Right	Early boundary before operator	7-(2*6)=?	7-(2*6)=-5	2	6	1	PlusMinus	seven minus two times six equals negative five	30	-5	-5	693	arith12_693_6_2.wav	2	5
Both	Left	No boundaries	(4-2)*9=?	4-2*9=18	1	5	1	PlusMinus	four minus two times nine equals eighteen	18	-14	18	693	arith12_693_5_1.wav	1	6
Both	Right	No boundaries	6+(5*4)=?	6+(5*4)=26	2	8	1	PlusMinus	six plus five times four equals twenty six	44	26	26	693	arith12_693_8_2.wav	1	7
Both	Left	No boundaries	(8+3)*5=?	8+3*5=55	1	7	1	PlusMinus	eight plus three times five equals fifty five	55	23	55	693	arith12_693_7_1.wav	1	8
Both	Left	Late boundary before operator	(7*2)+8=?	7*2+8=22	1	9	1	Times	seven times two plus eight equals seventeen	17	70	17	693	arith12_693_9_1.wav	1	9
Both	Right	No boundaries	6*(2+4)=?	6*(2+4)=36	2	10	1	Times	six times two plus four equals thirty six	16	36	36	693	arith12_693_10_2.wav	1	10
Both	Right	Early boundary before operator	9*(4-7)=?	9*(4-7)=-27	2	12	1	Times	nine times four minus seven equals negative twenty seven	29	-27	-27	693	arith12_693_12_2.wav	2	11
Both	Left	Late boundary before operator	(5*8)+1=?	5*8+1=41	1	11	1	Times	five times eight plus one equals forty one	41	45	41	693	arith12_693_11_1.wav	1	12
Both	Left	No boundaries	(8*3)-2=?	8*3-2=22	1	13	1	Times	eight times three minus two equals twenty two	22	8	22	693	arith12_693_13_1.wav	1	13
Both	Right	Early boundary before operator	3*(4-9)=?	3*(4-9)=-15	2	14	1	Times	three times four minus nine equals negative fifteen	3	-15	-15	693	arith12_693_14_2.wav	2	14
Both	Left	No boundaries	(2+7)*8=?	(2+7)*8=72	1	1	1	PlusMinus	two plus seven times eight equals seventy two	72	58	72	693	arith12_693_1_1.wav	2	2
Both	Left	No boundaries	(8-1)*7=?	8-1*7=49	1	3	1	PlusMinus	eight minus one times seven equals forty nine	49	1	49	693	arith12_693_3_1.wav	2	3
Both	Right	No boundaries	4*(5-6)=?	4*(5-6)=-4	2	16	1	Times	four times five minus six equals negative four	14	-4	-4	693	arith12_693_16_2.wav	1	16
Both	Left	No boundaries	(2*7)+3=?	2*7+3=17	1	15	1	Times	two times seven plus three equals seventeen	17	20	17	693	arith12_693_15_1.wav	1	15
Both	Left	No boundaries	(4*5)-6=?	4*5-6=14	1	16	2	Times	four times five minus six equals fourteen	14	-4	14	694	arith12_694_16_1.wav	1	16
Both	Right	No boundaries	2*(7+3)=?	2*(7+3)=20	2	15	2	Times	two times seven plus three equals twenty	17	20	20	694	arith12_694_15_2.wav	1	15
Both	Right	Early boundary after operator	7*(2+8)=?	7*(2+8)=70	2	9	2	Times	seven times two plus eight equals seventy	17	70	70	694	arith12_694_9_2.wav	1	10
Both	Left	No boundaries	(9*4)-7=?	9*4-7=29	1	12	2	Times	nine times four minus seven equals twenty nine	29	-27	29	694	arith12_694_12_1.wav	3	11
Both	Left	Early boundary before operator	(6*2)+4=?	6*2+4=16	1	10	2	Times	six times two plus four equals sixteen	16	36	16	694	arith12_694_10_1.wav	2	9
Both	Right	No boundaries	5*(8+1)=?	5*(8+1)=45	2	11	2	Times	five times eight plus one equals forty five	41	45	45	694	arith12_694_11_2.wav	2	12
Both	Left	No boundaries	(3*4)-9=?	3*4-9=3	1	14	2	Times	three times four minus nine equals three	3	-15	3	694	arith12_694_14_1.wav	2	13
Both	Right	No boundaries	8*(3-2)=?	8*(3-2)=8	2	13	2	Times	eight times three minus two equals 8 	22	8	8	694	arith12_694_13_2.wav	1	14
Both	Left	No boundaries	(2+7)*8=?	(2+7)*8=72	1	1	1	PlusMinus	two plus seven times eight equals seventy two	72	58	72	695	arith12_695_1_1.wav	5	1
Both	Left	No boundaries	(4-2)*9=?	4-2*9=18	1	5	1	PlusMinus	four minus two times nine equals eighteen	18	-14	18	695	arith12_695_5_1.wav	1	5
Both	Right	Early boundary before operator	3-(2*4)=?	3-(2*4)=-5	2	2	1	PlusMinus	three minus two times four equals negative five	4	-5	-5	695	arith12_695_2_2.wav	2	2
Both	Left	Late boundary before operator	(8-1)*7=?	8-1*7=49	1	3	1	PlusMinus	eight minus one times seven equals forty nine	49	1	49	695	arith12_695_3_1.wav	1	3
Both	Right	No boundaries	6+(3*2)=?	6+(3*2)=12	2	4	1	PlusMinus	six plus three times two equals twelce	18	12	12	695	arith12_695_4_2.wav	1	4
Both	Right	No boundaries	6*(2+4)=?	6*(2+4)=36	2	10	1	Times	six times two plus four equals thirty six	16	36	36	695	arith12_695_10_2.wav	2	9
Both	Right	No boundaries	7-(2*6)=?	7-(2*6)=-5	2	6	1	PlusMinus	seven minus two times six equals negative five	30	-5	-5	695	arith12_695_6_2.wav	4	6
Both	Right	No boundaries	6+(5*4)=?	6+(5*4)=26	2	8	1	PlusMinus	six plus five times four equals twenty six	44	26	26	695	arith12_695_8_2.wav	2	7
Both	Left	Late boundary before operator	(8+3)*5=?	8+3*5=55	1	7	1	PlusMinus	eight plus three times five equals fifty five	55	23	55	695	arith12_695_7_1.wav	2	8
Both	Left	Late boundary before operator	(8*3)-2=?	8*3-2=22	1	13	1	Times	eight times three minus two equals twenty two	22	8	22	695	arith12_695_13_1.wav	2	13
Both	Right	Early boundary after operator	3*(4-9)=?	3*(4-9)=-15	2	14	1	Times	three times four minus nine equals negative fifteen	3	-15	-15	695	arith12_695_14_2.wav	2	14
Both	Left	No boundaries	(2*7)+3=?	2*7+3=17	1	15	1	Times	two times seven plus three equals seventeen	17	20	17	695	arith12_695_15_1.wav	2	15
Both	Right	Early boundary before operator	4*(5-6)=?	4*(5-6)=-4	2	16	1	Times	four times five minus six equals negative four	14	-4	-4	695	arith12_695_16_2.wav	1	16
Both	Right	No boundaries	9*(4-7)=?	9*(4-7)=-27	2	12	1	Times	nine times four minus seven equals negative twenty seven	29	-27	-27	695	arith12_695_12_2.wav	2	12
Both	Left	No boundaries	(7*2)+8=?	7*2+8=22	1	9	1	Times	seven times two plus eight equals seventeen	17	70	17	695	arith12_695_9_1.wav	2	10
Both	Left	Two boundaries	(5*8)+1=?	5*8+1=41	1	11	1	Times	five times eight plus one equals forty one	41	45	41	695	arith12_695_11_1.wav	2	11
Both	Left	Late boundary before operator	(3-2)*4=?	3-2*4=4	1	2	2	PlusMinus	three minus two times four equals four	4	-5	4	696	arith12_696_2_1.wav	1	2
Both	Right	Early boundary before operator	2+(7*8)=?	2+(7*8)=58	2	1	2	PlusMinus	two plus seven times eight equals fifty eight	72	58	58	696	arith12_696_1_2.wav	1	1
Both	Right	Early boundary after operator	4-(2*9)=?	4-(2*9)=-14	2	5	2	PlusMinus	four minus two times nine equals negative fourteen	18	-14	-14	696	arith12_696_5_2.wav	1	6
Both	Right	Early boundary before operator	8-(1*7)=?	8-(1*7)=1	2	3	2	PlusMinus	eight minus one times seven equals one	49	1	1	696	arith12_696_3_2.wav	1	3
Both	Left	Late boundary before operator	(7-2)*6=?	7-2*6=30	1	6	2	PlusMinus	seven minus two times six equals thirty	30	-5	30	696	arith12_696_6_1.wav	1	5
Both	Right	Early boundary after operator	7*(2+8)=?	7*(2+8)=70	2	9	2	Times	seven times two plus eight equals seventy	17	70	70	696	arith12_696_9_2.wav	1	9
Both	Left	Late boundary before operator	(6*2)+4=?	6*2+4=16	1	10	2	Times	six times two plus four equals sixteen	16	36	16	696	arith12_696_10_1.wav	1	10
Both	Right	Early boundary after operator	5*(8+1)=?	5*(8+1)=45	2	11	2	Times	five times eight plus one equals forty five	41	45	45	696	arith12_696_11_2.wav	1	11
Both	Left	Two boundaries	(9*4)-7=?	9*4-7=29	1	12	2	Times	nine times four minus seven equals twenty nine	29	-27	29	696	arith12_696_12_1.wav	1	12
Both	Left	Late boundary before operator	(3*4)-9=?	3*4-9=3	1	14	2	Times	three times four minus nine equals three	3	-15	3	696	arith12_696_14_1.wav	1	13
Both	Right	Early boundary after operator	8*(3-2)=?	8*(3-2)=8	2	13	2	Times	eight times three minus two equals 8 	22	8	8	696	arith12_696_13_2.wav	1	14
Both	Left	Late boundary before operator	(4*5)-6=?	4*5-6=14	1	16	2	Times	four times five minus six equals fourteen	14	-4	14	696	arith12_696_16_1.wav	1	15
Both	Right	Early boundary before operator	2*(7+3)=?	2*(7+3)=20	2	15	2	Times	two times seven plus three equals twenty	17	20	20	696	arith12_696_15_2.wav	1	16
Both	Left	Late boundary before operator	(6+5)*4=?	6+5*4=44	1	8	2	PlusMinus	six plus five times four equals forty four	44	26	44	696	arith12_696_8_1.wav	1	8
Both	Right	Early boundary before operator	8+(3*5)=?	8+(3*5)=23	2	7	2	PlusMinus	eight plus three times five equals twenty three	55	23	23	696	arith12_696_7_2.wav	1	7
Both	Left	No boundaries	(7-2)*6=?	7-2*6=30	1	6	2	PlusMinus	seven minus two times six equals thirty	30	-5	30	699	arith12_699_6_1.wav	1	5
Both	Right	Early boundary after operator	4-(2*9)=?	4-(2*9)=-14	2	5	2	PlusMinus	four minus two times nine equals negative fourteen	18	-14	-14	699	arith12_699_5_2.wav	5	6
Both	Right	No boundaries	8+(3*5)=?	8+(3*5)=23	2	7	2	PlusMinus	eight plus three times five equals twenty three	55	23	23	699	arith12_699_7_2.wav	4	7
Both	Left	Early boundary before operator	(6+5)*4=?	6+5*4=44	1	8	2	PlusMinus	six plus five times four equals forty four	44	26	44	699	arith12_699_8_1.wav	4	8
Both	Left	No boundaries	(6*2)+4=?	6*2+4=16	1	10	2	Times	six times two plus four equals sixteen	16	36	16	699	arith12_699_10_1.wav	2	9
Both	Right	No boundaries	7*(2+8)=?	7*(2+8)=70	2	9	2	Times	seven times two plus eight equals seventy	17	70	70	699	arith12_699_9_2.wav	4	10
Both	Left	Late boundary before operator	(9*4)-7=?	9*4-7=29	1	12	2	Times	nine times four minus seven equals twenty nine	29	-27	29	699	arith12_699_12_1.wav	5	11
Both	Right	No boundaries	5*(8+1)=?	5*(8+1)=45	2	11	2	Times	five times eight plus one equals forty five	41	45	45	699	arith12_699_11_2.wav	4	12
Both	Left	No boundaries	(3*4)-9=?	3*4-9=3	1	14	2	Times	three times four minus nine equals three	3	-15	3	699	arith12_699_14_1.wav	2	13
Both	Right	No boundaries	8*(3-2)=?	8*(3-2)=8	2	13	2	Times	eight times three minus two equals 8 	22	8	8	699	arith12_699_13_2.wav	1	14
Both	Left	Late boundary before operator	(6+3)*2=?	6+3*2=18	1	4	2	PlusMinus	six plus three times two equals eighteen	18	12	18	699	arith12_699_4_1.wav	3	4
Both	Right	No boundaries	2*(7+3)=?	2*(7+3)=20	2	15	2	Times	two times seven plus three equals twenty	17	20	20	699	arith12_699_15_2.wav	1	16
Both	Left	No boundaries	(4*5)-6=?	4*5-6=14	1	16	2	Times	four times five minus six equals fourteen	14	-4	14	699	arith12_699_16_1.wav	2	15
Both	Right	No boundaries	6*(2+4)=?	6*(2+4)=36	2	10	1	Times	six times two plus four equals thirty six	16	36	36	700	arith12_700_10_2.wav	1	9
Both	Left	Late boundary before operator	(4*5)-6=?	4*5-6=14	1	16	2	Times	four times five minus six equals fourteen	14	-4	14	702	arith12_702_16_1.wav	1	16
Both	Left	Late boundary before operator	(6+3)*2=?	6+3*2=18	1	4	2	PlusMinus	six plus three times two equals eighteen	18	12	18	702	arith12_702_4_1.wav	1	3
Both	Right	No boundaries	8-(1*7)=?	8-(1*7)=1	2	3	2	PlusMinus	eight minus one times seven equals one	49	1	1	702	arith12_702_3_2.wav	1	4
Both	Right	Early boundary before operator	4-(2*9)=?	4-(2*9)=-14	2	5	2	PlusMinus	four minus two times nine equals negative fourteen	18	-14	-14	702	arith12_702_5_2.wav	1	6
Both	Left	Late boundary before operator	(6+5)*4=?	6+5*4=44	1	8	2	PlusMinus	six plus five times four equals forty four	44	26	44	702	arith12_702_8_1.wav	1	7
Both	Right	Early boundary before operator	8+(3*5)=?	8+(3*5)=23	2	7	2	PlusMinus	eight plus three times five equals twenty three	55	23	23	702	arith12_702_7_2.wav	1	8
Both	Left	Late boundary before operator	(7-2)*6=?	7-2*6=30	1	6	2	PlusMinus	seven minus two times six equals thirty	30	-5	30	702	arith12_702_6_1.wav	1	5
Both	Left	Late boundary before operator	(6*2)+4=?	6*2+4=16	1	10	2	Times	six times two plus four equals sixteen	16	36	16	702	arith12_702_10_1.wav	1	10
Both	Right	Early boundary after operator	5*(8+1)=?	5*(8+1)=45	2	11	2	Times	five times eight plus one equals forty five	41	45	45	702	arith12_702_11_2.wav	1	11
Both	Left	Late boundary before operator	(9*4)-7=?	9*4-7=29	1	12	2	Times	nine times four minus seven equals twenty nine	29	-27	29	702	arith12_702_12_1.wav	1	12
Both	Right	Early boundary after operator	7*(2+8)=?	7*(2+8)=70	2	9	2	Times	seven times two plus eight equals seventy	17	70	70	702	arith12_702_9_2.wav	1	9
Both	Left	Late boundary before operator	(3-2)*4=?	3-2*4=4	1	2	2	PlusMinus	three minus two times four equals four	4	-5	4	702	arith12_702_2_1.wav	1	2
Both	Right	Early boundary after operator	2*(7+3)=?	2*(7+3)=20	2	15	2	Times	two times seven plus three equals twenty	17	20	20	702	arith12_702_15_2.wav	1	15
Both	Left	Late boundary before operator	(3*4)-9=?	3*4-9=3	1	14	2	Times	three times four minus nine equals three	3	-15	3	702	arith12_702_14_1.wav	1	13
Both	Right	Early boundary after operator	8*(3-2)=?	8*(3-2)=8	2	13	2	Times	eight times three minus two equals 8 	22	8	8	702	arith12_702_13_2.wav	1	14
Both	Left	Late boundary before operator	(6+3)*2=?	6+3*2=18	1	4	2	PlusMinus	six plus three times two equals eighteen	18	12	18	703	arith12_703_4_1.wav	1	3
Both	Left	Late boundary before operator	(3-2)*4=?	3-2*4=4	1	2	2	PlusMinus	three minus two times four equals four	4	-5	4	703	arith12_703_2_1.wav	1	2
Both	Left	Late boundary before operator	(6+5)*4=?	6+5*4=44	1	8	2	PlusMinus	six plus five times four equals forty four	44	26	44	703	arith12_703_8_1.wav	1	7
Both	Right	Early boundary before operator	8-(1*7)=?	8-(1*7)=1	2	3	2	PlusMinus	eight minus one times seven equals one	49	1	1	703	arith12_703_3_2.wav	1	4
Both	Left	Late boundary before operator	(7-2)*6=?	7-2*6=30	1	6	2	PlusMinus	seven minus two times six equals thirty	30	-5	30	703	arith12_703_6_1.wav	1	5
Both	Right	Early boundary before operator	4-(2*9)=?	4-(2*9)=-14	2	5	2	PlusMinus	four minus two times nine equals negative fourteen	18	-14	-14	703	arith12_703_5_2.wav	2	6
Both	Left	Late boundary before operator	(6*2)+4=?	6*2+4=16	1	10	2	Times	six times two plus four equals sixteen	16	36	16	703	arith12_703_10_1.wav	1	9
Both	Right	Early boundary before operator	7*(2+8)=?	7*(2+8)=70	2	9	2	Times	seven times two plus eight equals seventy	17	70	70	703	arith12_703_9_2.wav	1	10
Both	Right	Late boundary before operator	5*(8+1)=?	5*(8+1)=45	2	11	2	Times	five times eight plus one equals forty five	41	45	45	703	arith12_703_11_2.wav	1	11
Both	Left	Late boundary before operator	(9*4)-7=?	9*4-7=29	1	12	2	Times	nine times four minus seven equals twenty nine	29	-27	29	703	arith12_703_12_1.wav	1	12
Both	Right	Early boundary before operator	8*(3-2)=?	8*(3-2)=8	2	13	2	Times	eight times three minus two equals 8 	22	8	8	703	arith12_703_13_2.wav	1	13
Both	Left	Late boundary before operator	(3*4)-9=?	3*4-9=3	1	14	2	Times	three times four minus nine equals three	3	-15	3	703	arith12_703_14_1.wav	1	14
Both	Right	Early boundary before operator	2*(7+3)=?	2*(7+3)=20	2	15	2	Times	two times seven plus three equals twenty	17	20	20	703	arith12_703_15_2.wav	1	15
Both	Left	Late boundary before operator	(4*5)-6=?	4*5-6=14	1	16	2	Times	four times five minus six equals fourteen	14	-4	14	703	arith12_703_16_1.wav	1	16
Both	Right	Early boundary before operator	8+(3*5)=?	8+(3*5)=23	2	7	2	PlusMinus	eight plus three times five equals twenty three	55	23	23	703	arith12_703_7_2.wav	1	8
Both	Left	Late boundary before operator	(2+7)*8=?	(2+7)*8=72	1	1	1	PlusMinus	two plus seven times eight equals seventy two	72	58	72	704	arith12_704_1_1.wav	3	2
Both	Left	Late boundary before operator	(8-1)*7=?	8-1*7=49	1	3	1	PlusMinus	eight minus one times seven equals forty nine	49	1	49	704	arith12_704_3_1.wav	2	3
Both	Right	No boundaries	6+(3*2)=?	6+(3*2)=12	2	4	1	PlusMinus	six plus three times two equals twelce	18	12	12	704	arith12_704_4_2.wav	1	4
Both	Left	No boundaries	(2*7)+3=?	2*7+3=17	1	15	1	Times	two times seven plus three equals seventeen	17	20	17	704	arith12_704_15_1.wav	1	16
Both	Right	No boundaries	6+(5*4)=?	6+(5*4)=26	2	8	1	PlusMinus	six plus five times four equals twenty six	44	26	26	704	arith12_704_8_2.wav	1	8
Both	Right	No boundaries	6*(2+4)=?	6*(2+4)=36	2	10	1	Times	six times two plus four equals thirty six	16	36	36	704	arith12_704_10_2.wav	2	9
Both	Left	No boundaries	(7*2)+8=?	7*2+8=22	1	9	1	Times	seven times two plus eight equals seventeen	17	70	17	704	arith12_704_9_1.wav	2	10
Both	Left	No boundaries	(5*8)+1=?	5*8+1=41	1	11	1	Times	five times eight plus one equals forty one	41	45	41	704	arith12_704_11_1.wav	1	11
Both	Right	No boundaries	9*(4-7)=?	9*(4-7)=-27	2	12	1	Times	nine times four minus seven equals negative twenty seven	29	-27	-27	704	arith12_704_12_2.wav	3	12
Both	Right	No boundaries	3*(4-9)=?	3*(4-9)=-15	2	14	1	Times	three times four minus nine equals negative fifteen	3	-15	-15	704	arith12_704_14_2.wav	3	13
Both	Left	No boundaries	(8*3)-2=?	8*3-2=22	1	13	1	Times	eight times three minus two equals twenty two	22	8	22	704	arith12_704_13_1.wav	2	14
Both	Right	No boundaries	4*(5-6)=?	4*(5-6)=-4	2	16	1	Times	four times five minus six equals negative four	14	-4	-4	704	arith12_704_16_2.wav	3	15
Both	Right	No boundaries	3-(2*4)=?	3-(2*4)=-5	2	2	1	PlusMinus	three minus two times four equals negative five	4	-5	-5	704	arith12_704_2_2.wav	2	1
Both	Right	Early boundary before operator	7-(2*6)=?	7-(2*6)=-5	2	6	1	PlusMinus	seven minus two times six equals negative five	30	-5	-5	704	arith12_704_6_2.wav	3	6
Both	Left	No boundaries	(8+3)*5=?	8+3*5=55	1	7	1	PlusMinus	eight plus three times five equals fifty five	55	23	55	704	arith12_704_7_1.wav	1	7
Both	Left	No boundaries	(4-2)*9=?	4-2*9=18	1	5	1	PlusMinus	four minus two times nine equals eighteen	18	-14	18	704	arith12_704_5_1.wav	2	5
Both	Left	No boundaries	(8-1)*7=?	8-1*7=49	1	3	1	PlusMinus	eight minus one times seven equals forty nine	49	1	49	706	arith12_706_3_1.wav	1	3
Both	Right	Early boundary after operator	6+(3*2)=?	6+(3*2)=12	2	4	1	PlusMinus	six plus three times two equals twelce	18	12	12	706	arith12_706_4_2.wav	1	4
Both	Left	Late boundary before operator	(4-2)*9=?	4-2*9=18	1	5	1	PlusMinus	four minus two times nine equals eighteen	18	-14	18	706	arith12_706_5_1.wav	4	5
Both	Right	Early boundary before operator	7-(2*6)=?	7-(2*6)=-5	2	6	1	PlusMinus	seven minus two times six equals negative five	30	-5	-5	706	arith12_706_6_2.wav	4	6
Both	Right	Early boundary after operator	6+(5*4)=?	6+(5*4)=26	2	8	1	PlusMinus	six plus five times four equals twenty six	44	26	26	706	arith12_706_8_2.wav	1	7
Both	Left	No boundaries	(8+3)*5=?	8+3*5=55	1	7	1	PlusMinus	eight plus three times five equals fifty five	55	23	55	706	arith12_706_7_1.wav	5	8
Both	Right	Early boundary after operator	6*(2+4)=?	6*(2+4)=36	2	10	1	Times	six times two plus four equals thirty six	16	36	36	706	arith12_706_10_2.wav	3	9
Both	Left	Late boundary before operator	(7*2)+8=?	7*2+8=22	1	9	1	Times	seven times two plus eight equals seventeen	17	70	17	706	arith12_706_9_1.wav	4	10
Both	Right	Early boundary before operator	9*(4-7)=?	9*(4-7)=-27	2	12	1	Times	nine times four minus seven equals negative twenty seven	29	-27	-27	706	arith12_706_12_2.wav	4	11
Both	Left	Late boundary before operator	(5*8)+1=?	5*8+1=41	1	11	1	Times	five times eight plus one equals forty one	41	45	41	706	arith12_706_11_1.wav	1	12
Both	Right	Early boundary after operator	3*(4-9)=?	3*(4-9)=-15	2	14	1	Times	three times four minus nine equals negative fifteen	3	-15	-15	706	arith12_706_14_2.wav	2	13
Both	Right	Early boundary before operator	3-(2*4)=?	3-(2*4)=-5	2	2	1	PlusMinus	three minus two times four equals negative five	4	-5	-5	706	arith12_706_2_2.wav	3	1
Both	Left	Late boundary before operator	(2+7)*8=?	(2+7)*8=72	1	1	1	PlusMinus	two plus seven times eight equals seventy two	72	58	72	706	arith12_706_1_1.wav	2	2
Both	Left	Late boundary before operator	(2*7)+3=?	2*7+3=17	1	15	1	Times	two times seven plus three equals seventeen	17	20	17	706	arith12_706_15_1.wav	4	16
Both	Left	No boundaries	(8*3)-2=?	8*3-2=22	1	13	1	Times	eight times three minus two equals twenty two	22	8	22	706	arith12_706_13_1.wav	3	14
Both	Right	Two boundaries	4*(5-6)=?	4*(5-6)=-4	2	16	1	Times	four times five minus six equals negative four	14	-4	-4	706	arith12_706_16_2.wav	2	15
Both	Left	Late boundary before operator	(3-2)*4=?	3-2*4=4	1	2	2	PlusMinus	three minus two times four equals four	4	-5	4	707	arith12_707_2_1.wav	2	2
Both	Left	No boundaries	(6+3)*2=?	6+3*2=18	1	4	2	PlusMinus	six plus three times two equals eighteen	18	12	18	707	arith12_707_4_1.wav	1	3
Both	Right	No boundaries	4-(2*9)=?	4-(2*9)=-14	2	5	2	PlusMinus	four minus two times nine equals negative fourteen	18	-14	-14	707	arith12_707_5_2.wav	3	6
Both	Left	No boundaries	(6+5)*4=?	6+5*4=44	1	8	2	PlusMinus	six plus five times four equals forty four	44	26	44	707	arith12_707_8_1.wav	3	7
Both	Right	No boundaries	8-(1*7)=?	8-(1*7)=1	2	3	2	PlusMinus	eight minus one times seven equals one	49	1	1	707	arith12_707_3_2.wav	2	4
Both	Left	No boundaries	(7-2)*6=?	7-2*6=30	1	6	2	PlusMinus	seven minus two times six equals thirty	30	-5	30	707	arith12_707_6_1.wav	2	5
Both	Right	No boundaries	7*(2+8)=?	7*(2+8)=70	2	9	2	Times	seven times two plus eight equals seventy	17	70	70	707	arith12_707_9_2.wav	2	10
Both	Right	No boundaries	5*(8+1)=?	5*(8+1)=45	2	11	2	Times	five times eight plus one equals forty five	41	45	45	707	arith12_707_11_2.wav	2	11
Both	Right	Early boundary before operator	8+(3*5)=?	8+(3*5)=23	2	7	2	PlusMinus	eight plus three times five equals twenty three	55	23	23	707	arith12_707_7_2.wav	2	8
Both	Left	No boundaries	(6*2)+4=?	6*2+4=16	1	10	2	Times	six times two plus four equals sixteen	16	36	16	707	arith12_707_10_1.wav	2	9
Both	Right	No boundaries	2+(7*8)=?	2+(7*8)=58	2	1	2	PlusMinus	two plus seven times eight equals fifty eight	72	58	58	707	arith12_707_1_2.wav	2	1
Both	Left	No boundaries	(4*5)-6=?	4*5-6=14	1	16	2	Times	four times five minus six equals fourteen	14	-4	14	707	arith12_707_16_1.wav	2	15
Both	Right	No boundaries	2*(7+3)=?	2*(7+3)=20	2	15	2	Times	two times seven plus three equals twenty	17	20	20	707	arith12_707_15_2.wav	2	16
Both	Left	No boundaries	(9*4)-7=?	9*4-7=29	1	12	2	Times	nine times four minus seven equals twenty nine	29	-27	29	707	arith12_707_12_1.wav	2	12
Both	Right	Early boundary after operator	8*(3-2)=?	8*(3-2)=8	2	13	2	Times	eight times three minus two equals 8 	22	8	8	707	arith12_707_13_2.wav	2	13
Both	Left	No boundaries	(3*4)-9=?	3*4-9=3	1	14	2	Times	three times four minus nine equals three	3	-15	3	707	arith12_707_14_1.wav	2	14
Both	Right	Early boundary after operator	2*(7+3)=?	2*(7+3)=20	2	15	2	Times	two times seven plus three equals twenty	17	20	20	708	arith12_708_15_2.wav	1	15
Both	Right	Early boundary after operator	8-(1*7)=?	8-(1*7)=1	2	3	2	PlusMinus	eight minus one times seven equals one	49	1	1	708	arith12_708_3_2.wav	1	4
Both	Left	Late boundary before operator	(7-2)*6=?	7-2*6=30	1	6	2	PlusMinus	seven minus two times six equals thirty	30	-5	30	708	arith12_708_6_1.wav	1	5
Both	Left	Late boundary before operator	(4*5)-6=?	4*5-6=14	1	16	2	Times	four times five minus six equals fourteen	14	-4	14	708	arith12_708_16_1.wav	1	16
Both	Left	Late boundary before operator	(6+3)*2=?	6+3*2=18	1	4	2	PlusMinus	six plus three times two equals eighteen	18	12	18	708	arith12_708_4_1.wav	1	3
Both	Right	Early boundary after operator	7*(2+8)=?	7*(2+8)=70	2	9	2	Times	seven times two plus eight equals seventy	17	70	70	708	arith12_708_9_2.wav	1	9
Both	Left	Late boundary before operator	(6*2)+4=?	6*2+4=16	1	10	2	Times	six times two plus four equals sixteen	16	36	16	708	arith12_708_10_1.wav	1	10
Both	Right	Early boundary after operator	5*(8+1)=?	5*(8+1)=45	2	11	2	Times	five times eight plus one equals forty five	41	45	45	708	arith12_708_11_2.wav	1	11
Both	Left	Late boundary before operator	(9*4)-7=?	9*4-7=29	1	12	2	Times	nine times four minus seven equals twenty nine	29	-27	29	708	arith12_708_12_1.wav	1	12
Both	Right	Early boundary before operator	8*(3-2)=?	8*(3-2)=8	2	13	2	Times	eight times three minus two equals 8 	22	8	8	708	arith12_708_13_2.wav	1	13
Both	Left	Late boundary before operator	(3*4)-9=?	3*4-9=3	1	14	2	Times	three times four minus nine equals three	3	-15	3	708	arith12_708_14_1.wav	1	14
Both	Left	Late boundary before operator	(3-2)*4=?	3-2*4=4	1	2	2	PlusMinus	three minus two times four equals four	4	-5	4	708	arith12_708_2_1.wav	1	1
Both	Right	Early boundary before operator	2+(7*8)=?	2+(7*8)=58	2	1	2	PlusMinus	two plus seven times eight equals fifty eight	72	58	58	708	arith12_708_1_2.wav	2	2
Both	Right	Early boundary after operator	8+(3*5)=?	8+(3*5)=23	2	7	2	PlusMinus	eight plus three times five equals twenty three	55	23	23	708	arith12_708_7_2.wav	2	7
Both	Left	Late boundary before operator	(6+5)*4=?	6+5*4=44	1	8	2	PlusMinus	six plus five times four equals forty four	44	26	44	708	arith12_708_8_1.wav	1	8
Both	Right	Early boundary after operator	4-(2*9)=?	4-(2*9)=-14	2	5	2	PlusMinus	four minus two times nine equals negative fourteen	18	-14	-14	708	arith12_708_5_2.wav	1	6
Both	Right	Early boundary before operator	6+(3*2)=?	6+(3*2)=12	2	4	1	PlusMinus	six plus three times two equals twelce	18	12	12	731	arith12_731_4_2.wav	1	3
Both	Right	Early boundary before operator	3-(2*4)=?	3-(2*4)=-5	2	2	1	PlusMinus	three minus two times four equals negative five	4	-5	-5	731	arith12_731_2_2.wav	2	1
Both	Left	Late boundary before operator	(2+7)*8=?	(2+7)*8=72	1	1	1	PlusMinus	two plus seven times eight equals seventy two	72	58	72	731	arith12_731_1_1.wav	2	2
Both	Right	Early boundary before operator	6+(5*4)=?	6+(5*4)=26	2	8	1	PlusMinus	six plus five times four equals twenty six	44	26	26	731	arith12_731_8_2.wav	1	7
Both	Left	Late boundary before operator	(8+3)*5=?	8+3*5=55	1	7	1	PlusMinus	eight plus three times five equals fifty five	55	23	55	731	arith12_731_7_1.wav	1	8
Both	Right	Early boundary before operator	6*(2+4)=?	6*(2+4)=36	2	10	1	Times	six times two plus four equals thirty six	16	36	36	731	arith12_731_10_2.wav	1	9
